free_text,address,price,price_meter,rooms,area,more,add_link,Powierzchnia,Forma własności,Liczba pokoi,Stan wykończenia,Piętro,Balkon / ogród / taras,Czynsz,Miejsce parkingowe,Obsługa zdalna,Ogrzewanie,Rynek,Typ ogłoszeniodawcy,Dostępne od,Rok budowy,Rodzaj zabudowy,Okna,Winda,Media,Zabezpieczenia,Wyposażenie,Informacje dodatkowe,Materiał budynku,scraping_date,address_new,Longitude,Latitude
5 pokojowe mieszkanie na Jarotach,"Mieszkanie na sprzedaż: ul. Jerzego Burskiego, Jaroty, Olsztyn, warmińsko-mazurskie",749000.0,7778,5 pokoi,96.3,Biuro nieruchomości,/pl/oferta/5-pokojowe-mieszkanie-na-jarotach-ID4orZG,"96,3 m²",pełna własność,5,do zamieszkania,4/4,balkon,850 zł,garaż/miejsce parkingowe,Zapytaj,miejskie,wtórny,biuro nieruchomości ,brak informacji,1990,blok,brak informacji,nie,brak informacji,brak informacji,brak informacji,"piwnica, oddzielna kuchnia, pom. użytkowe",wielka płyta,2024-01-16,"Jerzego Burskiego, Jaroty, Olsztyn, warmińsko-mazurskie",20.5066791,53.7430481
Mieszkanie w Centrum,"Mieszkanie na sprzedaż: ul. Grunwaldzka, Śródmieście, Olsztyn, warmińsko-mazurskie",329000.0,8797,2 pokoje,37.4,Biuro nieruchomości,/pl/oferta/mieszkanie-w-centrum-ID4orZ4,"37,4 m²",pełna własność,2,do zamieszkania,parter/4,Zapytaj,350 zł,Zapytaj,Zapytaj,gazowe,wtórny,biuro nieruchomości ,brak informacji,1961,kamienica,brak informacji,nie,brak informacji,brak informacji,brak informacji,"piwnica, pom. użytkowe",cegła,2024-01-16,"Grunwaldzka, Śródmieście, Olsztyn, warmińsko-mazurskie",,
Osiedle Belweder - 50m2 UMOWA PRZEDWSTĘPNA,"Mieszkanie na sprzedaż: ul. ks. Jerzego Popiełuszki, Osiedle Generałów, Olsztyn, warmińsko-mazurskie",499000.0,9980,2 pokoje,50.0,Biuro nieruchomości,/pl/oferta/osiedle-belweder-50m2-umowa-przedwstepna-ID4ohaC,50 m²,pełna własność,2,do zamieszkania,2/4,balkon,500 zł,garaż/miejsce parkingowe,Zapytaj,miejskie,wtórny,biuro nieruchomości ,brak informacji,2007,blok,plastikowe,nie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon","zmywarka, lodówka, meble, piekarnik, kuchenka",piwnica,pustak,2024-01-16,"ks. Jerzego Popiełuszki, Osiedle Generałów, Olsztyn, warmińsko-mazurskie",20.4788259,53.7391123
4 pokoje / salon z aneksem 30 m2 / Kołobrzeska 36B,"Mieszkanie na sprzedaż: ul. Kołobrzeska 36B, Pojezierze, Olsztyn, warmińsko-mazurskie",602737.7,7190,4 pokoje,83.83,Inwestycja deweloperska,/pl/oferta/4-pokoje-salon-z-aneksem-30-m2-kolobrzeska-36b-ID490Xz,"83,83 m²",Zapytaj,4,do wykończenia,1/4,balkon,Zapytaj,Zapytaj,Film,miejskie,pierwotny,deweloper,brak informacji,2022,blok,plastikowe,tak,brak informacji,"drzwi / okna antywłamaniowe, domofon / wideofon",brak informacji,piwnica,brak informacji,2024-01-16,"Kołobrzeska 36B, Pojezierze, Olsztyn, warmińsko-mazurskie",20.50650812906342,53.77991015
Apartamenty Wyzwolenia | apartament nr 31,"Mieszkanie na sprzedaż: ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",461448.0,11050,2 pokoje,41.76,Inwestycja deweloperska,/pl/oferta/apartamenty-wyzwolenia-apartament-nr-31-ID4nyy6,"41,76 m²",pełna własność,2,do wykończenia,3/7,Zapytaj,Zapytaj,garaż/miejsce parkingowe,tak,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,2024-01-16,"Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",20.4781084,53.7788089
Taras 23m2 / 3 przestronne pokoje / Kołobrzeska,"Mieszkanie na sprzedaż: ul. Kołobrzeska 36B, Pojezierze, Olsztyn, warmińsko-mazurskie",629657.2,7690,3 pokoje,81.88,Inwestycja deweloperska,/pl/oferta/taras-23m2-3-przestronne-pokoje-kolobrzeska-ID4915M,"81,88 m²",Zapytaj,3,do wykończenia,4/4,taras,Zapytaj,Zapytaj,Film,miejskie,pierwotny,deweloper,brak informacji,2022,blok,plastikowe,tak,brak informacji,"drzwi / okna antywłamaniowe, domofon / wideofon",brak informacji,piwnica,brak informacji,2024-01-16,"Kołobrzeska 36B, Pojezierze, Olsztyn, warmińsko-mazurskie",20.50650812906342,53.77991015
Kołobrzeska 36B Olsztyn / 4 pokoje / 82 m2,"Mieszkanie na sprzedaż: ul. Kołobrzeska 36B, Pojezierze, Olsztyn, warmińsko-mazurskie",592456.0,7190,4 pokoje,82.4,Inwestycja deweloperska,/pl/oferta/kolobrzeska-36b-olsztyn-4-pokoje-82-m2-ID490ZS,"82,4 m²",Zapytaj,4,do wykończenia,1/4,balkon,Zapytaj,Zapytaj,Film,miejskie,pierwotny,deweloper,brak informacji,2022,blok,plastikowe,tak,brak informacji,"drzwi / okna antywłamaniowe, domofon / wideofon",brak informacji,piwnica,brak informacji,2024-01-16,"Kołobrzeska 36B, Pojezierze, Olsztyn, warmińsko-mazurskie",20.50650812906342,53.77991015
Mieszkanie bezczynszowe z własnym ogródkiem,"Mieszkanie na sprzedaż: Gutkowo, Olsztyn, warmińsko-mazurskie",650000.0,7306,4 pokoje,88.97,Inwestycja deweloperska,/pl/oferta/mieszkanie-bezczynszowe-z-wlasnym-ogrodkiem-ID4giRw,"88,97 m²",pełna własność,4,do wykończenia,1/1,"ogródek, taras",Zapytaj,garaż/miejsce parkingowe,Film,gazowe,pierwotny,deweloper,brak informacji,2022,apartamentowiec,plastikowe,nie,internet,brak informacji,brak informacji,"piwnica, dwupoziomowe, pom. użytkowe",cegła,2024-01-16,"Gutkowo, Olsztyn, warmińsko-mazurskie",20.400654230051003,53.7997465
Apartamenty Wyzwolenia | apartament nr 60,"Mieszkanie na sprzedaż: ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",517824.0,12400,2 pokoje,41.76,Inwestycja deweloperska,/pl/oferta/apartamenty-wyzwolenia-apartament-nr-60-ID4nyy4,"41,76 m²",pełna własność,2,do wykończenia,4/7,Zapytaj,Zapytaj,garaż/miejsce parkingowe,tak,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,2024-01-16,"Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",20.4781084,53.7788089
Mieszkanie Kętrzyńskiego,"Mieszkanie na sprzedaż: ul. Wojciecha Kętrzyńskiego, Osiedle Kętrzyńskiego, Olsztyn, warmińsko-mazurskie",465000.0,6643,4 pokoje,70.0,Biuro nieruchomości,/pl/oferta/mieszkanie-ketrzynskiego-ID4m1Es,70 m²,pełna własność,4,do zamieszkania,3/3,Zapytaj,Zapytaj,Zapytaj,tak,gazowe,wtórny,biuro nieruchomości ,2023-06-21,1932,kamienica,plastikowe,nie,brak informacji,domofon / wideofon,"lodówka, meble, pralka","piwnica, oddzielna kuchnia",cegła,2024-01-16,"Wojciecha Kętrzyńskiego, Osiedle Kętrzyńskiego, Olsztyn, warmińsko-mazurskie",20.4974486,53.7811903
Mieszkanie na sprzedaż 56m2-Olsztyn centrum,"Mieszkanie na sprzedaż: Zatorze, Olsztyn, warmińsko-mazurskie",460000.0,8214,3 pokoje,56.0,Biuro nieruchomości,/pl/oferta/mieszkanie-na-sprzedaz-56m2-olsztyn-centrum-ID4okzf,56 m²,pełna własność,3,do remontu,2/2,Zapytaj,350 zł,Zapytaj,Zapytaj,gazowe,wtórny,biuro nieruchomości ,brak informacji,1930,kamienica,brak informacji,nie,brak informacji,brak informacji,brak informacji,"piwnica, oddzielna kuchnia, pom. użytkowe",cegła,2024-01-16,"Zatorze, Olsztyn, warmińsko-mazurskie",20.488316039989876,53.78846295
Mieszkanie na 1 piętrze Olsztyn,"Mieszkanie na sprzedaż: ul. Kardynała Stefana Wyszyńskiego, Kormoran, Olsztyn, warmińsko-mazurskie",380000.0,10000,2 pokoje,38.0,Biuro nieruchomości,/pl/oferta/mieszkanie-na-1-pietrze-olsztyn-ID4orr3,38 m²,pełna własność,2,Zapytaj,1/4,balkon,500 zł,garaż/miejsce parkingowe,Zapytaj,Zapytaj,wtórny,biuro nieruchomości ,brak informacji,1986,brak informacji,brak informacji,nie,brak informacji,brak informacji,meble,piwnica,brak informacji,2024-01-16,"Kardynała Stefana Wyszyńskiego, Kormoran, Olsztyn, warmińsko-mazurskie",20.508266,53.7694647
Apartament Bezczynszowy 90m od jeziora Ukiel,"Mieszkanie na sprzedaż: ul. Pawia, Gutkowo, Olsztyn, warmińsko-mazurskie",590000.0,5268,5 pokoi,112.0,Biuro nieruchomości,/pl/oferta/apartament-bezczynszowy-90m-od-jeziora-ukiel-ID4nUIL,112 m²,pełna własność,5,do wykończenia,Zapytaj,Zapytaj,Zapytaj,Zapytaj,Zapytaj,Zapytaj,pierwotny,biuro nieruchomości ,2023-10-11,2023,apartamentowiec,plastikowe,nie,brak informacji,brak informacji,brak informacji,brak informacji,cegła,2024-01-16,"Pawia, Gutkowo, Olsztyn, warmińsko-mazurskie",20.4071211,53.7995469
"Mieszkanie 51m2, Olsztyn, ul. Armii Krajowej","Mieszkanie na sprzedaż: ul. Armii Krajowej, Osiedle Grunwaldzkie, Olsztyn, warmińsko-mazurskie",595000.0,11667,2 pokoje,51.0,Biuro nieruchomości,/pl/oferta/mieszkanie-51m2-olsztyn-ul-armii-krajowej-ID4nW5O,51 m²,pełna własność,2,do zamieszkania,5/7,Zapytaj,560 zł,garaż/miejsce parkingowe,Zapytaj,miejskie,wtórny,biuro nieruchomości ,2023-11-10,2013,blok,plastikowe,tak,brak informacji,"monitoring / ochrona, domofon / wideofon","lodówka, kuchenka",brak informacji,pustak,2024-01-16,"Armii Krajowej, Osiedle Grunwaldzkie, Olsztyn, warmińsko-mazurskie",20.4544599,53.7741954
Mieszkanie - Olsztyn,"Mieszkanie na sprzedaż: ul. ks. Wacława Osińskiego, Podgrodzie, Olsztyn, warmińsko-mazurskie",367290.0,7573,2 pokoje,48.5,Biuro nieruchomości,/pl/oferta/mieszkanie-olsztyn-ID4or18,"48,5 m²",pełna własność,2,do zamieszkania,2/11,balkon,Zapytaj,Zapytaj,Zapytaj,miejskie,wtórny,biuro nieruchomości ,brak informacji,1979,blok,brak informacji,tak,"internet, telefon",domofon / wideofon,brak informacji,"piwnica, oddzielna kuchnia",brak informacji,2024-01-16,"ks. Wacława Osińskiego, Podgrodzie, Olsztyn, warmińsko-mazurskie",20.4741041,53.7710657
2 pokojowe mieszkanie na Jarotach!,"Mieszkanie na sprzedaż: Jaroty, Olsztyn, warmińsko-mazurskie",399000.0,6867,2 pokoje,58.1,Biuro nieruchomości,/pl/oferta/2-pokojowe-mieszkanie-na-jarotach-ID4or02,"58,1 m²",Zapytaj,2,do zamieszkania,3/3,Zapytaj,426 zł,Zapytaj,Zapytaj,miejskie,wtórny,biuro nieruchomości ,brak informacji,1999,blok,plastikowe,nie,brak informacji,brak informacji,brak informacji,piwnica,brak informacji,2024-01-16,"Jaroty, Olsztyn, warmińsko-mazurskie",20.497921309754368,53.74069325
Mieszkanie na zamkniętym osiedlu Barcza | 3 pokoje,"Mieszkanie na sprzedaż: ul. Franciszka Barcza, Nagórki, Olsztyn, warmińsko-mazurskie",554000.0,8816,3 pokoje,62.84,Biuro nieruchomości,/pl/oferta/mieszkanie-na-zamknietym-osiedlu-barcza-3-pokoje-ID4oqQz,"62,84 m²",pełna własność,3,do zamieszkania,3/6,balkon,Zapytaj,garaż/miejsce parkingowe,Zapytaj,miejskie,wtórny,biuro nieruchomości ,brak informacji,2007,blok,plastikowe,tak,brak informacji,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",meble,pom. użytkowe,brak informacji,2024-01-16,"Franciszka Barcza, Nagórki, Olsztyn, warmińsko-mazurskie",20.5040556,53.7497739
"Iwaszkiewicza - 3 pokoje, 1 piętro","Mieszkanie na sprzedaż: ul. Jarosława Iwaszkiewicza, Podgrodzie, Olsztyn, warmińsko-mazurskie",449000.0,7496,3 pokoje,59.9,Biuro nieruchomości,/pl/oferta/iwaszkiewicza-3-pokoje-1-pietro-ID4oqFp,"59,9 m²",pełna własność,3,Zapytaj,1/4,balkon,915 zł,Zapytaj,tak,miejskie,wtórny,biuro nieruchomości ,brak informacji,1980,blok,plastikowe,nie,"internet, telefon",domofon / wideofon,meble,piwnica,wielka płyta,2024-01-16,"Jarosława Iwaszkiewicza, Podgrodzie, Olsztyn, warmińsko-mazurskie",20.4701044,53.764205
"Mieszkanie 63,8 m2 idealne dla rodziny","Mieszkanie na sprzedaż: ul. Majora Henryka Sucharskiego, Osiedle Generałów, Olsztyn, warmińsko-mazurskie",499000.0,7821,3 pokoje,63.8,Biuro nieruchomości,/pl/oferta/mieszkanie-63-8-m2-idealne-dla-rodziny-ID4nPIB,"63,8 m²",Zapytaj,3,do zamieszkania,3/3,balkon,619 zł,Zapytaj,Zapytaj,miejskie,wtórny,biuro nieruchomości ,brak informacji,1999,apartamentowiec,brak informacji,nie,brak informacji,brak informacji,meble,brak informacji,brak informacji,2024-01-16,"Majora Henryka Sucharskiego, Osiedle Generałów, Olsztyn, warmińsko-mazurskie",20.4840838,53.7405832
"Mieszkanie W Kamienicy Na Parterze, Centrum","Mieszkanie na sprzedaż: ul. Bolesława Prusa, Osiedle Wojska Polskiego, Olsztyn, warmińsko-mazurskie",579000.0,4772,4 pokoje,121.34,Biuro nieruchomości,/pl/oferta/mieszkanie-w-kamienicy-na-parterze-centrum-ID4lyln,"121,34 m²",pełna własność,4,do remontu,parter/2,Zapytaj,1 300 zł,Zapytaj,Zapytaj,miejskie,wtórny,biuro nieruchomości ,brak informacji,1910,kamienica,brak informacji,nie,brak informacji,brak informacji,brak informacji,brak informacji,cegła,2024-01-16,"Bolesława Prusa, Osiedle Wojska Polskiego, Olsztyn, warmińsko-mazurskie",,
Mieszkanie w ścisłym Centrum Olsztyna,"Mieszkanie na sprzedaż: ul. Grunwaldzka, Śródmieście, Olsztyn, warmińsko-mazurskie",329000.0,8797,1 pokój,37.4,Biuro nieruchomości,/pl/oferta/mieszkanie-w-scislym-centrum-olsztyna-ID4oqrK,"37,4 m²",pełna własność,1,do zamieszkania,parter/3,Zapytaj,350 zł,Zapytaj,Zapytaj,gazowe,wtórny,biuro nieruchomości ,brak informacji,1961,blok,brak informacji,nie,brak informacji,brak informacji,brak informacji,"piwnica, pom. użytkowe",cegła,2024-01-16,"Grunwaldzka, Śródmieście, Olsztyn, warmińsko-mazurskie",,
"Mieszkanie 2 pokojowe, Iwaszkiewicza 10, Olsztyn","Mieszkanie na sprzedaż: ul. Jarosława Iwaszkiewicza, Podgrodzie, Olsztyn, warmińsko-mazurskie",419000.0,8928,2 pokoje,46.93,Biuro nieruchomości,/pl/oferta/mieszkanie-2-pokojowe-iwaszkiewicza-10-olsztyn-ID4obBF,"46,93 m²",pełna własność,2,do zamieszkania,2/4,balkon,659 zł,Zapytaj,Zapytaj,miejskie,wtórny,biuro nieruchomości ,brak informacji,1985,blok,brak informacji,nie,brak informacji,brak informacji,brak informacji,"piwnica, oddzielna kuchnia, pom. użytkowe",brak informacji,2024-01-16,"Jarosława Iwaszkiewicza, Podgrodzie, Olsztyn, warmińsko-mazurskie",20.4701044,53.764205
"Mieszkanie, 65 m², Olsztyn","Mieszkanie na sprzedaż: ul. Jarocka, Jaroty, Olsztyn, warmińsko-mazurskie",403000.0,6200,3 pokoje,65.0,Biuro nieruchomości,/pl/oferta/mieszkanie-65-m-olsztyn-ID4nHK0,65 m²,pełna własność,3,Zapytaj,4/4,Zapytaj,700 zł,Zapytaj,tak,miejskie,wtórny,biuro nieruchomości ,brak informacji,2000,blok,brak informacji,nie,"internet, telefon",domofon / wideofon,brak informacji,piwnica,silikat,2024-01-16,"Jarocka, Jaroty, Olsztyn, warmińsko-mazurskie",20.4892985,53.7402332
Apartamenty Wyzwolenia | apartament nr 9,"Mieszkanie na sprzedaż: ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",590304.0,10400,3 pokoje,56.76,Inwestycja deweloperska,/pl/oferta/apartamenty-wyzwolenia-apartament-nr-9-ID4cgUe,"56,76 m²",pełna własność,3,do wykończenia,1/7,balkon,Zapytaj,garaż/miejsce parkingowe,tak,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,2024-01-16,"Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",20.4781084,53.7788089
Dwupokojowe mieszkanie blisko centrum miasta,"Mieszkanie na sprzedaż: ul. Dworcowa, Kormoran, Olsztyn, warmińsko-mazurskie",299000.0,8352,2 pokoje,35.8,Biuro nieruchomości,/pl/oferta/dwupokojowe-mieszkanie-blisko-centrum-miasta-ID4opYr,"35,8 m²",pełna własność,2,do remontu,parter/11,Zapytaj,Zapytaj,Zapytaj,Zapytaj,miejskie,wtórny,biuro nieruchomości ,brak informacji,1980,blok,brak informacji,tak,"telewizja kablowa, internet, telefon",brak informacji,brak informacji,"piwnica, oddzielna kuchnia",wielka płyta,2024-01-16,"Dworcowa, Kormoran, Olsztyn, warmińsko-mazurskie",20.4943753,53.7645576
"Dwa pokoje, 39 m2, Popiełuszki,osiedle Generałów","Mieszkanie na sprzedaż: ul. ks. Jerzego Popiełuszki, Osiedle Generałów, Olsztyn, warmińsko-mazurskie",430000.0,10916,2 pokoje,39.39,Biuro nieruchomości,/pl/oferta/dwa-pokoje-39-m2-popieluszki-osiedle-generalow-ID4opJo,"39,39 m²",pełna własność,2,do zamieszkania,3/3,balkon,265 zł,Zapytaj,Zapytaj,Zapytaj,wtórny,biuro nieruchomości ,2024-02-29,2011,brak informacji,plastikowe,nie,brak informacji,brak informacji,meble,piwnica,brak informacji,2024-01-16,"ks. Jerzego Popiełuszki, Osiedle Generałów, Olsztyn, warmińsko-mazurskie",20.4788259,53.7391123
"Mieszkanie, 35,80 m², Olsztyn","Mieszkanie na sprzedaż: Nagórki, Olsztyn, warmińsko-mazurskie",289000.0,8073,2 pokoje,35.8,Biuro nieruchomości,/pl/oferta/mieszkanie-35-80-m-olsztyn-ID4opIF,"35,8 m²",Zapytaj,2,do zamieszkania,2/10,balkon,400 zł,Zapytaj,Zapytaj,miejskie,wtórny,biuro nieruchomości ,brak informacji,brak informacji,blok,brak informacji,tak,brak informacji,brak informacji,meble,brak informacji,wielka płyta,2024-01-16,"Nagórki, Olsztyn, warmińsko-mazurskie",20.493272,53.756199
Apartamenty Wyzwolenia | atrakcyjny apartament,"Mieszkanie na sprzedaż: ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",911508.0,10850,3 pokoje,84.01,Inwestycja deweloperska,/pl/oferta/apartamenty-wyzwolenia-atrakcyjny-apartament-ID4cfU4,"84,01 m²",pełna własność,3,do wykończenia,2/7,balkon,Zapytaj,garaż/miejsce parkingowe,tak,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,2024-01-16,"Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",20.4781084,53.7788089
Sucharskiego 4 - 2 pokoje z oddzielną kuchnią,"Mieszkanie na sprzedaż: ul. Majora Henryka Sucharskiego, Osiedle Generałów, Olsztyn, warmińsko-mazurskie",385000.0,8953,2 pokoje,43.0,Biuro nieruchomości,/pl/oferta/sucharskiego-4-2-pokoje-z-oddzielna-kuchnia-ID4opfO,43 m²,pełna własność,2,Zapytaj,2/3,balkon,493 zł,Zapytaj,tak,miejskie,wtórny,biuro nieruchomości ,brak informacji,2006,blok,plastikowe,nie,internet,domofon / wideofon,brak informacji,piwnica,pustak,2024-01-16,"Majora Henryka Sucharskiego, Osiedle Generałów, Olsztyn, warmińsko-mazurskie",20.4840838,53.7405832
2 pokoje z oddzielną kuchnią - Jaroty,"Mieszkanie na sprzedaż: ul. Pieczewska, Jaroty, Olsztyn, warmińsko-mazurskie",339000.0,9549,2 pokoje,35.5,Biuro nieruchomości,/pl/oferta/2-pokoje-z-oddzielna-kuchnia-jaroty-ID4op4H,"35,5 m²",pełna własność,2,Zapytaj,4/4,balkon,560 zł,Zapytaj,tak,miejskie,wtórny,biuro nieruchomości ,brak informacji,1990,blok,plastikowe,nie,"internet, telefon",domofon / wideofon,meble,piwnica,wielka płyta,2024-01-16,"Pieczewska, Jaroty, Olsztyn, warmińsko-mazurskie",20.4929634,53.7444841
"Versal - Armii Krajowej 3, przy plaży i Uwm","Mieszkanie na sprzedaż: Armii Krajowej al., Osiedle Grunwaldzkie, Olsztyn, warmińsko-mazurskie",595000.0,11667,2 pokoje,51.0,Biuro nieruchomości,/pl/oferta/versal-armii-krajowej-3-przy-plazy-i-uwm-ID4op4D,51 m²,pełna własność,2,Zapytaj,5/7,balkon,560 zł,Zapytaj,tak,miejskie,wtórny,biuro nieruchomości ,brak informacji,2010,blok,plastikowe,tak,"internet, telefon",domofon / wideofon,meble,piwnica,inny,2024-01-16,"Armii Krajowej al., Osiedle Grunwaldzkie, Olsztyn, warmińsko-mazurskie",20.4544599,53.7741954
Apartamenty Wyzwolenia | apartament nr 62,"Mieszkanie na sprzedaż: ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",498976.0,12400,2 pokoje,40.24,Inwestycja deweloperska,/pl/oferta/apartamenty-wyzwolenia-apartament-nr-62-ID4nyy3,"40,24 m²",pełna własność,2,do wykończenia,4/7,Zapytaj,Zapytaj,garaż/miejsce parkingowe,tak,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,2024-01-16,"Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",20.4781084,53.7788089
Mieszkanie z potencjałem: Twoje okno na świat,"Mieszkanie na sprzedaż: ul. Mieczysława Orłowicza, Nagórki, Olsztyn, warmińsko-mazurskie",435000.0,5975,4 pokoje,72.8,Biuro nieruchomości,/pl/oferta/mieszkanie-z-potencjalem-twoje-okno-na-swiat-ID4o2ME,"72,8 m²",pełna własność,4,do remontu,5,balkon,Zapytaj,garaż/miejsce parkingowe,Film,miejskie,wtórny,biuro nieruchomości ,brak informacji,1983,blok,brak informacji,tak,brak informacji,brak informacji,meble,piwnica,brak informacji,2024-01-16,"Mieczysława Orłowicza, Nagórki, Olsztyn, warmińsko-mazurskie",20.4916583,53.7560443
"Mieszkanie, 48,10 m², Olsztyn","Mieszkanie na sprzedaż: Pojezierze, Olsztyn, warmińsko-mazurskie",419000.0,8711,3 pokoje,48.1,Biuro nieruchomości,/pl/oferta/mieszkanie-48-10-m-olsztyn-ID4oozt,"48,1 m²",pełna własność,3,do zamieszkania,5/11,balkon,800 zł,Zapytaj,Wirtualny spacer,miejskie,wtórny,biuro nieruchomości ,brak informacji,1970,brak informacji,plastikowe,tak,brak informacji,brak informacji,brak informacji,"piwnica, oddzielna kuchnia",wielka płyta,2024-01-16,"Pojezierze, Olsztyn, warmińsko-mazurskie",20.5091749,53.7756169
Apartamenty Wyzwolenia | apartament nr 52,"Mieszkanie na sprzedaż: ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",700724.0,12400,3 pokoje,56.51,Inwestycja deweloperska,/pl/oferta/apartamenty-wyzwolenia-apartament-nr-52-ID4nyxX,"56,51 m²",pełna własność,3,do wykończenia,4/7,Zapytaj,Zapytaj,garaż/miejsce parkingowe,tak,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,miejskie,2024-01-16,"Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",20.4781084,53.7788089
"ul.Boenigka 32, 35,9m2,2pok.IIp./IVp., balkon - Do","Mieszkanie na sprzedaż: ul. Jana Boenigka, Jaroty, Olsztyn, warmińsko-mazurskie",365000.0,10139,2 pokoje,36.0,Biuro nieruchomości,/pl/oferta/ul-boenigka-32-35-9m2-2pok-iip-ivp-balkon-do-ID4n3uL,36 m²,Zapytaj,2,Zapytaj,2,Zapytaj,Zapytaj,Zapytaj,Zapytaj,Zapytaj,wtórny,biuro nieruchomości ,2023-09-12,brak informacji,brak informacji,brak informacji,nie,brak informacji,brak informacji,brak informacji,brak informacji,brak informacji,2024-01-16,"Jana Boenigka, Jaroty, Olsztyn, warmińsko-mazurskie",20.5016114,53.7416876
mieszkanie 3 pokoje Olsztyn- Pieczewo ul. Gębika,"Mieszkanie na sprzedaż: ul. Władysława Gębika, Pieczewo, Olsztyn, warmińsko-mazurskie",465000.0,8675,3 pokoje,53.6,Biuro nieruchomości,/pl/oferta/mieszkanie-3-pokoje-olsztyn-pieczewo-ul-gebika-ID4onBx,"53,6 m²",Zapytaj,3,Zapytaj,3/5,Zapytaj,890 zł,Zapytaj,Zapytaj,miejskie,wtórny,biuro nieruchomości ,brak informacji,brak informacji,blok,brak informacji,nie,brak informacji,brak informacji,brak informacji,brak informacji,cegła,2024-01-16,"Władysława Gębika, Pieczewo, Olsztyn, warmińsko-mazurskie",20.5138782,53.7380269
sprzedam mieszkanie,"Mieszkanie na sprzedaż: Śródmieście, Olsztyn, warmińsko-mazurskie",342000.0,9118,2 pokoje,37.51,Biuro nieruchomości,/pl/oferta/sprzedam-mieszkanie-ID4ecR5,"37,51 m²",pełna własność,2,do zamieszkania,parter/3,balkon,Zapytaj,garaż/miejsce parkingowe,Film,gazowe,pierwotny,biuro nieruchomości ,brak informacji,2020,blok,plastikowe,nie,"telewizja kablowa, internet, telefon",domofon / wideofon,"lodówka, piekarnik, kuchenka",brak informacji,silikat,2024-01-16,"Śródmieście, Olsztyn, warmińsko-mazurskie",20.479841247382936,53.777882700000006
